Student_ID,Hours_Study,Sleep_Hours,Screen_Time,Attendance,Extracurricular,Stress_Level,CGPA
S3823,1.189620306,7.963417385,6.492039189,93.87498332,No,Medium,5.926430031
S9701,2.824524061,8.969086104,7.263748048,94.32037229,No,Medium,4.649370929
S2631,2.30728669,7.023379253,4.994795252,79.87346126,No,Medium,7.236273056
S1958,5.13953456,7.023379253,4.994795252,79.87346126,Yes,Low,4.807926112
S8919,4.935380208,8.274184383,2.632642431,97.94820585,No,High,6.869620595
S6834,4.368618128,6.374147747,5.443515493,69.1873407,No,High,4.877903516
S5731,3.900239692,7.023379253,4.994795252,79.87346126,No,Low,7.388481632
S6165,5.947244499,5.848978771,6.890309471,85.5299664,Yes,High,7.809768952
S9413,4.521533635,7.023379253,4.994795252,79.87346126,No,Medium,7.615245106
S1330,3.975506454,5.837796733,2.48746171,60.13654254,No,Medium,4.57593238
S8583,6.728652488,7.322297064,6.728314225,80.70197229,Yes,Medium,7.327710875
S6227,4.831673673,6.958896564,4.492763042,87.39479575,No,Low,6.689217865
S7839,3.483982928,5.77470775,5.012502347,84.16082371,No,High,7.172141423
S9906,5.468212672,4.898118979,6.669524869,85.37094792,No,Medium,6.460235511
S4123,3.283941241,6.962953535,1,71.40444226,Yes,Medium,6.356896759
S4887,3.675752049,6.005256436,7.177821025,72.27146575,Yes,High,9.693264298
S4501,2.745373108,7.023379253,4.994795252,79.87346126,No,Medium,9.606247374
S7878,3.398348088,9.06478399,6.381539979,79.96929577,No,High,8.813731709
S1381,2.801214709,8.424833602,1,84.51505109,No,Medium,8.065690397
S5373,4.270676696,9.990075251,4.983932793,69.59224895,No,Low,6.486856523
S5026,2.437687244,6.485508662,5.336202923,81.07541904,Yes,Medium,7.238339724
S10179,3.08372602,8.583697358,5.563956003,71.20146557,No,Medium,6.75727065
S1704,0.886741653,7.882235897,5.586542751,86.34679084,No,Low,6.01724414
S3588,2.399922871,4.590095897,5.222441831,82.07263729,Yes,High,8.448314394
S5863,1.298888071,6.659960095,5.266041476,78.26829129,Yes,Medium,5.720440549
S7409,4.363979765,8.063544663,8.569021535,58.46254252,Yes,Medium,6.219519091
S4919,3.881169637,10.02879888,3.716597939,86.28830717,No,Low,6.928845165
S3287,3.496922228,4.873540364,5.510246176,78.65193388,No,Low,6.454387948
S4210,6.366987334,8.372433,5.23375394,68.54386016,No,Low,8.687385868
S3340,5.39765684,7.023379253,4.994795252,79.87346126,Yes,High,8.407750333
S3882,2.786269644,5.459934262,9.252883655,60.5418823,No,Low,5.643173054
S6268,1.328275192,8.498089855,6.335707827,77.93081832,No,High,5.270174173
S8903,1.652253347,5.666121756,2.971365907,79.26167051,No,High,5.293595343
S10011,1.403348121,6.60675412,6.45242031,93.01533461,Yes,High,7.575886291
S4146,2.58474821,7.524741869,5.111506207,73.33275687,No,Medium,7.796593488
S5734,4.581894729,7.071509342,6.567558901,73.79938506,No,Medium,5.159034804
S10784,0.904860412,6.350535602,5.577849723,73.82464053,No,High,7.584204979
S3522,4.734963331,7.023379253,4.994795252,79.87346126,No,Low,9.048610438
S6294,6.645488934,3.784049753,4.599648726,71.57870278,Yes,Low,6.232310999
S9313,2.298049839,7.023379253,4.994795252,79.87346126,No,Medium,8.862633711
S5489,4.002651377,4.072386086,4.47605629,84.49335053,Yes,Low,9.769971489
S5914,1.456161998,8.55809185,5.538634476,76.09426886,Yes,Medium,5.785754719
S4433,3.804169507,7.609127665,1.882600389,96.68028439,No,Medium,7.225261849
S1794,1.837886919,7.023379253,4.994795252,79.87346126,No,High,4.87982069
S6414,2.581137685,7.023379253,4.994795252,79.87346126,No,Low,6.554804834
S8023,4.065277673,8.073796944,6.784659307,71.71441319,No,Medium,7.532716705
S6529,3.779989003,7.985208743,5.361767249,79.02926323,Yes,Medium,5.826776418
S3815,5.628303524,6.078364713,3.107944508,67.16282761,No,Medium,6.073591283
S8652,3.873220296,8.845726535,6.211613299,89.00536733,Yes,Medium,8.02684738
S8305,0,8.285357906,4.386029516,77.79444404,No,Medium,8.265689279
S10192,5.236136988,6.304304096,5.267815738,74.71637721,No,High,8.573207217
S3592,3.914353237,7.023379253,4.994795252,79.87346126,No,Medium,7.085187257
S10962,5.376991949,3,6.403177699,80.12686497,No,Medium,6.21113606
S5742,4.003238063,7.023379253,4.994795252,79.87346126,Yes,Medium,6.516191602
S4541,6.902002876,7.023379253,4.994795252,79.87346126,No,High,7.730295919
S3777,3.517005108,8.903211484,5.529671993,73.38716661,No,High,9.537614335
S9603,4.83810147,7.480759619,5.253476868,99.36688432,No,Low,6.942778801
S2076,0.886836203,6.170613976,5.163722682,91.29082968,No,Low,7.816222095
S2208,1.194789456,7.023379253,4.994795252,79.87346126,Yes,Medium,6.388430511
S10373,4.662077806,5.779960095,1.826804877,86.57285009,Yes,Medium,5.825887602
S7170,2.232002287,5.353534955,5.321391217,68.89210816,Yes,Medium,7.172586962
S5292,1.03188667,5.724987618,6.10963743,81.36970041,Yes,High,5.654953278
S6739,4.197867574,3.017376973,5.057361391,89.45997963,No,Medium,10
S4686,8.970379833,8.361298451,8.331358161,79.56100894,No,Medium,6.658726618
S7178,7.182800736,7.869248106,6.759321995,79.37165525,Yes,Low,5.287757305
S2156,2.62369931,6.395749857,3.733627321,91.08495917,No,Low,4.642278426
S1144,4.519765588,7.339357133,6.374746484,69.08359952,Yes,Medium,7.422639541
S2190,4.210751012,6.759324935,4.687309653,62.52636851,No,High,6.482084345
S6129,4.195654349,4.657182142,7.107970967,92.14872853,No,Medium,6.430247317
S8727,0.768307058,8.126635815,6.103295413,69.83732143,No,Low,4.290723081
S8396,6.77732904,7.023379253,4.994795252,79.87346126,No,High,8.58125356
S8074,5.463796138,6.644773235,4.918547843,78.41273131,No,High,7.179487898
S4746,0,3.433645255,6.159953154,77.91629107,No,High,5.967228929
S8781,6.030441784,5.841647468,3.124646567,69.54466617,No,Low,6.475930792
S9748,0.090813991,8.04290125,9.021881769,74.82612543,No,High,4.325086685
S1758,2.28328444,7.612144088,7.691742117,93.99441679,Yes,Medium,5.994423778
S10376,0,5.369398731,7.174821107,68.29235653,Yes,Medium,5.966656198
S8918,2.621776405,7.126511548,6.168460414,67.92346394,No,Medium,6.358877078
S2470,6.393262973,8.930420929,7.844283623,96.26721052,No,Low,7.667376456
S9877,1.551195586,5.300490151,3.233930826,62.80311192,No,High,6.264241627
S4470,3.817200885,8.130401664,6.925369834,81.89913037,Yes,Low,6.293130311
S8399,6.731052925,7.023379253,4.994795252,79.87346126,No,High,5.250487436
S10907,8.645218451,7.37849496,4.543322427,76.39691552,No,Medium,5.71833727
S3360,1.941256984,7.023379253,4.994795252,79.87346126,No,Low,6.954995568
S4441,2.77175487,6.905353671,4.339273075,58.07701092,No,Low,6.23564702
S7460,3.238473192,6.639686693,2.252946757,76.3571312,No,Low,6.608612912
S8020,8.097416515,8.307766855,4.663566456,84.25634758,Yes,High,6.246673818
S3124,4.044931786,7.023379253,4.994795252,79.87346126,No,High,8.906276017
S3375,6.89699846,7.092602015,6.293228604,71.58344933,No,Medium,4.957333177
S6471,4.763468338,5.499791618,4.279556457,73.56056832,No,Medium,6.64471788
S3673,2.922316288,7.023379253,4.994795252,79.87346126,Yes,Medium,6.519550889
S9681,4.20508288,8.054734475,3.610986299,70.43406113,Yes,Medium,7.050722538
S4282,0,7.182254515,7.386788873,71.50682995,Yes,High,7.342868167
S3406,1.400837526,8.291028132,3.981122112,89.55725193,No,Medium,7.181700402
S5091,6.841008575,6.593335461,4.844997622,97.31692989,No,High,4.650822244
S4767,6.607015864,4.322584046,2.501406149,92.70386028,Yes,Low,5.397436541
S5299,2.414953106,10.61746029,4.108341038,78.9913489,Yes,Medium,5.647359995
S8877,4.65414475,7.690491728,4.723935605,92.23623251,No,High,8.063057517
S10970,2.174823604,8.627783374,6.324544495,94.74827769,No,Low,4.408839891
S5367,4.064814027,7.023379253,4.994795252,79.87346126,No,High,6.516715077
S1000,4.993428306,5.982257904,5.696572495,60.19428032,No,Medium,6.168992109
S6970,5.951426755,7.023379253,4.994795252,79.87346126,No,Medium,6.100743867
S2175,3.438649846,7.765378334,5.440219648,100,No,Medium,6.958541287
S1543,6.883137241,3,5.858176807,75.00444773,No,Medium,7.542319148
S5957,6.12017948,6.247363358,2.402370283,80.96209042,Yes,Low,6.487858182
S1349,3.573105697,6.676917567,7.130829556,84.53421246,No,Medium,6.484923866
S3260,4.873477103,4.078990191,5.973271912,80.18803013,No,Low,9.231657904
S2606,4.245340632,7.023379253,4.994795252,79.87346126,Yes,Medium,6.722063806
S4693,6.114736611,6.175974863,4.697308531,87.06863633,No,Medium,7.507217545
S9169,3.772815677,5.349854556,4.774925872,67.96524942,Yes,Medium,7.347202528
S7114,3.586030822,9.300434269,4.086839891,72.51622306,No,Low,10
S1457,1.929515355,10.94857931,2.95851958,90.68943437,No,Medium,7.204197813
S5128,2.52959793,7.430830518,8.027082871,94.04127576,No,Low,8.10782676
S3291,5.957716102,5.043995233,3.37771197,87.89905497,No,High,7.102795376
S4834,2.059751479,7.023379253,4.994795252,79.87346126,Yes,Medium,5.036854657
S5685,5.33073787,7.894013009,7.370961038,86.96888142,No,Medium,9.275999157
S6790,0.748911933,8.788909307,6.198203266,70.10868853,No,Medium,7.386716723
S6572,3.311872087,7.023379253,4.994795252,79.87346126,No,Medium,6.182161192
S10947,2.771923677,7.347109527,5.929581878,78.04502367,No,High,7.45157123
S1131,4.13712595,5.445506205,8.548479236,82.48453263,Yes,Low,7.172946039
S5975,1.25233035,6.498689503,5.612066565,64.84043046,Yes,Medium,6.747224724
S5110,6.292060288,5.818672839,5.689277879,72.95233637,No,Medium,8.410412774
S6767,3.840183095,5.668297929,4.9618225,68.55904767,No,Low,9.396359045
S6407,6.300534792,7.028888451,7.174636757,67.7632103,Yes,Low,5.193242645
S5129,7.312416504,4.031020308,6.138056292,74.59404384,No,Medium,7.790925916
S10545,3.748507405,7.020483496,3.403407183,77.84839127,Yes,Low,7.154072198
S6405,4.012546312,7.699683959,8.139439175,80.05087358,No,Medium,4.168426797
S4784,4.928739727,5.968968348,3.362629914,63.75723404,No,Medium,7.599087979
S9722,4.555031718,6.076919035,4.840617398,86.3581303,Yes,Medium,6.634107687
S9568,4.89167775,7.199392697,6.233937679,83.71027878,No,Medium,6.786201131
S8180,4.628889182,4.225887991,4.585809715,72.79495742,Yes,Low,8.31369037
S2090,3.856797481,7.023379253,4.994795252,79.87346126,Yes,High,5.9900589
S5808,6.854610729,5.9056406,7.614070864,69.21775456,No,Medium,6.732380206
S9371,2.168489918,6.001699199,5.314598144,93.66554863,No,Medium,9.296687462
S1592,4.957959651,6.878210224,3.903192637,84.75229582,Yes,Low,8.549814213
S8055,0.547978763,9.909195324,3.395631122,89.25523311,Yes,Low,7.840138751
S2732,3.961160788,8.404570202,4.801758962,78.21142174,No,High,5.862562312
S3889,4.765977969,6.041402001,6.002673254,89.6673332,Yes,Medium,5.405889627
S1850,2.753718947,5.703354529,2.317580376,72.5755514,No,Medium,5.871348967
S7666,1.492987975,6.957749637,2.397783186,68.96442798,Yes,Medium,5.330949486
S2056,3.948891858,7.023379253,4.994795252,79.87346126,Yes,High,5.3212597
S1795,6.106305707,7.023379253,4.994795252,79.87346126,No,High,8.231308212
S10473,2.984611743,7.622608765,7.2156806,93.46675927,No,Low,7.554976903
S8850,8.004854935,7.023379253,4.994795252,79.87346126,No,Medium,10
S6982,7.982740837,8.811138624,2.643570729,92.77043167,No,Low,6.95503459
S10006,3.594788454,7.832941285,4.599472282,85.59151434,No,Medium,8.055951654
S5905,5.856491383,8.699434247,1.738974245,82.48005538,No,Low,6.994769883
S4064,0.971059382,7.099141369,8.275510037,72.19481147,Yes,Medium,7.443695841
S6274,3.180397512,7.613027143,5.266968991,98.58855998,No,Low,7.071704624
S8012,5.745634166,6.9750038,6.682261884,90.03005943,No,Low,5.921859921
S9121,1.639536532,6.760962138,3.128265597,65.97175217,Yes,Medium,3.687163271
S5908,4.535687276,7.023379253,4.994795252,79.87346126,No,Medium,5.55121845
S6654,2.248315187,6.834425229,4.726442266,67.87452555,No,Medium,7.395684938
S7879,0.745376544,7.301600485,5.757724165,68.28123551,No,Medium,6.432150607
S9742,4.262238649,8.487469567,4.987761991,89.80009344,Yes,Low,6.134406821
S8640,0,7.023379253,4.994795252,79.87346126,Yes,High,6.713817339
S5907,1.693015148,8.189358058,4.202832671,92.31564366,Yes,Medium,5.734642211
S4570,3.405035598,7.023379253,4.994795252,79.87346126,Yes,Medium,5.647472995
S7109,2.54651619,7.028888964,7.47938906,78.34984189,No,Low,7.115515377
S1265,1.504433636,7.601105881,5.676280651,74.53816987,No,Medium,5.436526104
S6146,3.751428446,5.098633443,6.912257211,67.20899629,Yes,Low,6.454801526
S2963,5.290431172,7.023379253,4.994795252,79.87346126,No,High,7.618381729
S3859,4.388215262,4.899915194,4.824752907,64.62844517,No,Medium,8.412089926
S4100,2.586214864,7.023379253,4.994795252,79.87346126,Yes,Low,7.35526745
S7151,2.232561719,8.729991645,3.240608641,75.4102322,Yes,Low,7.805879874
S9540,3.358432276,6.943387306,5.1478647,47.8878139,No,High,7.553782519
S6114,3.731639579,5.600577295,7.076596824,79.35481729,No,Medium,7.302201724
S8947,5.611149406,6.353584299,8.068734028,81.2862807,No,Low,5.886661365
S8836,5.406984296,7.66756405,5.110071638,79.04132733,No,High,5.157360429
S1316,5.363905943,8.834067689,4.350042812,70.35493607,No,High,8.202107929
S7794,3.599597491,8.369606209,5.354402148,87.86115204,Yes,High,5.553300154
S2783,5.520111927,6.338234964,4.353475481,76.13755049,Yes,Low,6.561398628
S9354,8.386899101,5.277689062,3.132849497,80.10243323,No,Medium,7.083133074
S6351,4.750911715,5.666612786,4.011090794,81.19372327,Yes,Low,7.592548188
S10012,0,6.497443162,5.750576016,72.53177011,No,High,7.672193495
S6896,0.857695298,10.36091818,5.756311871,71.37385819,Yes,Medium,10
S6646,2.784862416,5.646377919,6.061973659,76.30130757,No,Medium,7.575712885
S5607,4.97850907,5.599793262,5.117341207,82.35777154,Yes,Medium,6.222693544
S5626,2.66562183,6.340476987,5.858699341,74.46051659,No,Low,6.154253072
S3236,4.028546136,10.45251228,5.200645912,56.02415293,Yes,Medium,7.829581674
S8174,6.749222535,5.795436398,4.78629478,76.13996065,Yes,High,6.47273334
S5845,5.061951324,5.562880931,4.623564832,89.68957116,No,Low,8.106960906
S4677,3.699514022,7.128009664,5.468627977,89.59330956,Yes,High,5.50424563
S3698,5.244139981,4.920265869,6.934668729,85.2056678,No,Medium,6.371307208
S3337,4.099547374,7.858259697,5.127026523,91.74472001,Yes,Medium,6.801787287
S1103,2.395445462,5.989690528,6.662728509,85.18596734,No,Medium,8.213922897
S7681,4.536100855,7.023379253,4.994795252,79.87346126,Yes,High,8.198366983
S2897,7.197294341,7.418860152,3.985309608,77.59921539,No,Medium,8.122160997
S4761,3.977815992,7.511296899,4.865211494,77.27153204,Yes,Medium,5.935184403
S8335,4.60281414,7.120061904,3.631884719,71.57384959,No,High,8.724311983
S7636,4.764866631,9.974908984,8.152916004,65.61751487,No,Low,4.543505149
S8103,3.404407688,10.29449835,7.197939992,63.12976962,No,Low,5.681227038
S5187,2.567913127,6.733020688,5.235995152,84.77576111,No,Low,5.466502962
S9909,5.368972267,8.407893705,5.262456246,90.37316807,Yes,Low,9.802703646
S2718,5.418903634,5.730402541,2.993349085,73.23952755,No,High,6.132072141
S10343,4.889936631,8.897373842,2.806033113,62.98564777,No,Low,7.000728327
S9136,2.182994977,5.939216981,3.991073833,79.27423774,No,Medium,7.167895786
S8405,7.331206427,7.990733474,4.803011188,84.56920464,Yes,High,8.885060546
S10346,4.661734057,8.66840244,6.413419204,95.51779919,No,Low,7.38748403
S6323,4.42060608,7.023379253,4.994795252,79.87346126,No,Low,10
S10903,3.917017791,7.370628484,4.846344598,72.01215144,Yes,Low,7.239475597
S10635,1.186561135,9.514032188,3.070185489,76.54897279,No,Medium,7.028325421
S3802,4.699600049,7.023379253,4.994795252,79.87346126,Yes,Medium,7.814307841
S7476,6.074362811,10.63811889,8.823327771,92.31725174,No,Medium,7.390556948
S8731,4.486950154,3.610920613,3.294185866,61.1991501,No,Low,6.658382407
S9267,1.864554846,8.232423628,4.639669253,84.00540179,No,Low,6.333567201
S6802,3.178963035,7.963181506,6.583055473,71.05267002,Yes,Medium,5.540041762
S1286,3.69642981,6.859586465,6.235676438,71.92405072,No,Low,7.947722904
S2199,6.72828086,6.936502157,4.840865902,72.69216166,No,Medium,7.888235099
S10930,2.588924105,7.023379253,4.994795252,79.87346126,No,Medium,5.789520357
S6794,3.430326125,7.023379253,4.994795252,79.87346126,No,High,7.418358599
S10772,1.150468693,4.846067533,4.494731404,80.42016603,Yes,Medium,5.388552312
S5610,4.135677028,10.31206907,2.007809017,70.51938006,Yes,Medium,6.879536094
S9992,3.690700587,7.615227352,2.869746207,71.92418676,Yes,Low,6.108498037
S6559,5.550230243,7.023379253,4.994795252,79.87346126,No,Medium,6.148592614
S2921,5.495820512,7.463581657,6.323879168,79.67941739,No,High,6.014721769
S1008,3.061051228,5.728559181,4.536901012,80.76375589,No,Low,8.756736258
S9447,8.419211152,7.023379253,4.994795252,79.87346126,Yes,Low,5.605775739
S10505,5.981421693,6.372986307,5.702505259,73.76302739,Yes,Medium,7.921955155
S3412,1.754910388,7.361564917,4.809915993,87.5934083,Yes,Medium,6.930897394
S9731,3.738398813,7.023379253,4.994795252,79.87346126,No,Medium,7.372427188
S3184,0,7.770282054,5.334035956,65.13275113,No,Low,7.177629985
S7692,3.524385925,7.092015496,6.818437842,68.56246886,No,Medium,6.495047848
S4251,4.596316932,7.145346814,5.87574429,84.61232478,Yes,High,7.275409477
S1567,1.983827378,7.984609848,5.030706904,66.28806004,Yes,Low,8.141275907
S4842,5.957779117,7.216046353,7.847262364,83.02009386,No,Medium,5.890191555
S8559,3.572813516,5.259969427,5.93824071,69.54289353,Yes,Medium,5.514621901
S9668,4.769932832,8.923162587,6.15166832,56.4737443,Yes,Medium,8.249942225
S2862,5.586977441,7.023379253,4.994795252,79.87346126,Yes,High,7.172708385
S6422,5.851950201,9.090886796,9.471369363,77.04846025,Yes,Low,6.069265742
S6937,0.838792118,7.601587462,6.935222732,81.40195574,No,Medium,5.946079017
S10195,0.94050209,8.265983878,5.212838645,89.4604447,No,Low,7.420840643
S8840,3.874212266,7.302677661,4.902008063,66.98353293,No,Medium,7.521051121
S5696,5.020314938,7.416131667,6.809314964,64.82559635,Yes,Medium,6.291521045
S1782,4.760395702,5.888255997,4.133289118,86.641055,No,Medium,5.857709115
S8425,5.079529026,4.637680019,7.128166545,73.95516291,Yes,High,7.793451109
S9287,1.952488105,6.525825579,3.942188851,70.33165787,No,Medium,6.177172198
S10740,2.371693487,6.747181126,5.151678006,84.2942206,No,Medium,7.45371832
S4184,2.439601742,6.351818435,6.312087134,77.18243668,Yes,High,6.649938695
S2180,4.359788302,3,7.418559078,85.59138188,No,Medium,7.898075531
S9886,4.677516325,7.96371167,2.862743939,82.38317207,No,Medium,5.851093063
S2617,2.4964179,7.023379253,4.994795252,79.87346126,Yes,Low,8.34942271
S3417,4.681178433,7.259601473,5.753313184,82.6803354,Yes,Medium,5.861839518
S10485,6.590414145,7.023379253,4.994795252,79.87346126,No,Medium,6.730678941
S9971,6.958963524,9.153515656,7.450486416,77.20162921,Yes,Medium,8.391109757
S9528,6.020758627,4.455312768,3.233484921,77.25339869,Yes,High,7.928851191
S4883,2.219364304,9.95878716,2.983464484,76.05999687,Yes,Medium,7.336655923
S9981,6.738189166,6.940725187,4.711998178,85.56421319,Yes,Low,7.792972362
S4034,4.117968443,10.10492161,2.548416518,89.81872084,No,High,4.96807782
S5955,1.22140254,7.023379253,4.994795252,79.87346126,Yes,High,7.655198821
S4656,4.014356934,10.08221473,4.008001489,74.93015491,No,Low,6.67387345
S5477,5.51312935,5.415594388,2.02656306,77.42780608,No,Low,7.139023736
S1764,6.298546653,7.023379253,4.994795252,79.87346126,No,Medium,8.270983194
S10180,3.809703754,6.513891724,6.026310552,82.92443591,No,Medium,5.205551676
S2155,6.019634179,8.669197293,6.381064924,95.17772784,No,Medium,6.747017012
S10501,6.64540644,7.152605809,4.799971487,63.56934573,Yes,Medium,5.822898054
S5230,0.858237086,7.826219253,3.269355348,77.5610646,Yes,Low,8.792296343
S1036,4.41772719,6.543482693,6.786135654,70.25468899,No,Medium,7.583817299
S10426,2.044122329,7.912138936,3.894438565,92.94570233,No,Low,7.590559379
S3833,3.452013836,9.05841837,5.143555652,72.02436471,Yes,Low,5.772970506
S6235,8.136452083,7.291031507,5.336518205,49.18857176,Yes,Medium,7.969329032
S2923,4.478493728,6.082460317,5.769701129,80.1782986,No,Low,7.711271499
S6676,4.359244545,6.467723903,3.144729698,86.17540871,No,Medium,6.507069293
S2112,5.740135461,7.023379253,4.994795252,79.87346126,Yes,Medium,8.099610352
S4272,5.762815058,9.011995104,3.092472668,93.72880195,Yes,Medium,7.314118911
S5023,5.56717933,8.541825837,6.252411123,55.49536017,No,Low,7.372289742
S6635,5.414064719,7.023379253,4.994795252,79.87346126,No,Low,7.4114726
S5122,5.915583229,8.351667672,3.196063723,88.48162873,No,Medium,7.530642723
S1577,5.541730388,6.280969086,6.538914622,96.10028716,No,Medium,8.160249465
S3039,0.46184819,5.394297635,4.015117232,82.1789739,No,Medium,8.5390237
S6396,4.479255036,9.477458423,4.99952903,80.01101112,Yes,High,7.436432974
S8379,4.79409334,6.832721655,4.013456558,72.1103687,Yes,Medium,8.558632405
S2623,2.663711829,5.543215196,4.294071539,91.7607906,No,Medium,9.390790162
S3069,5.852430804,9.2242493,4.749530571,74.99647107,No,Low,5.223277158
S2691,3.050192687,7.023379253,4.994795252,79.87346126,No,Low,6.154591344
S10193,4.693054037,7.607544407,3.365592793,79.21917902,No,Medium,7.572823673
S3615,5.336680977,7.023379253,4.994795252,79.87346126,No,Low,6.343061314
S6882,5.344586816,5.935121301,5.190618066,69.35587147,No,Low,7.864330797
S4649,3.137748861,7.91471878,3.938923363,77.243689,Yes,Medium,8.75969904
S2188,5.100104198,7.023379253,4.994795252,79.87346126,Yes,Medium,6.409094336
S1210,5.141781021,6.5335428,5.719531408,80.74792263,No,Low,6.557558706
S4429,6.202645915,6.959880548,6.37732459,84.11648565,Yes,Low,7.370692614
S7336,5.381821915,7.377804172,8.195398652,76.21022454,No,Medium,6.27604843
S3611,1.724628659,9.503212122,5.679757963,65.9203979,No,Medium,7.848620996
S3884,0,7.023379253,4.994795252,79.87346126,No,Medium,7.513360874
S9404,6.704725092,8.012746601,4.205059721,91.11355313,No,Medium,5.757124527
S3275,1.828349742,8.540605451,5.387256502,95.19665439,No,Low,9.351627812
S10727,1.249829534,7.745052418,4.057091574,82.02959975,No,Medium,7.382144517
S9590,6.909652348,10.3125224,5.920055002,90.73167291,No,Medium,7.846525311
S2803,0.972571215,6.3347176,7.050813142,83.93936814,No,Low,7.450988364
S1637,4.146635934,5.213881299,8.353270681,75.69153582,Yes,Low,8.458980025
S1047,6.114244452,7.314529095,3.363842025,68.25021708,No,Low,6.666349136
S10593,6.272911149,7.750499811,4.553165504,78.76504896,No,Low,8.336147906
S7000,1.771837284,8.318960939,4.717313589,85.66595734,No,Medium,8.531974164
S2740,3.791101563,6.9724929,6.589089596,88.95954918,Yes,Low,8.075224668
S3178,8.047212438,4.718917706,4.890813468,66.7771318,Yes,Medium,5.822975314
S4937,1.334445205,5.823149511,2.755933659,72.78283955,No,Medium,6.643808791
S8571,4.05959233,6.206463024,8.00272501,87.03724208,No,High,7.32540238
S5889,5.271935501,6.205332622,2.835896908,64.86354376,No,Medium,7.314810975
S4118,6.097414253,4.518234408,3.136466582,89.10754099,No,Medium,7.639038652
S1149,4.593969346,6.410198494,1,98.38305516,No,High,5.811833795
S8539,3.378124967,7.023379253,4.994795252,79.87346126,No,Medium,6.388025135
S8224,3.975912894,8.861408781,3.021577232,76.13950918,Yes,Low,7.620783385
S10327,6.14905958,6.036201747,7.24569619,72.66836764,No,Medium,5.171356848
S10842,2.905616422,8.426998909,1,80.88178803,No,High,5.717091585
S7762,4.594454443,6.629894079,7.004385308,65.72901309,Yes,Medium,7.65331449
S2111,4.434865746,8.449187988,2.679253098,86.85706026,Yes,Medium,6.694439104
S2318,2.780975596,6.895222198,4.798278154,76.86493315,No,Medium,6.191318398
S5084,6.622334996,6.116962451,6.311911244,73.54357633,Yes,High,6.542338164
S3991,5.204236641,6.115361139,6.878019757,82.74805464,No,Low,8.159422682
S9622,3.432586543,3,7.182277266,74.39267997,Yes,High,7.883888379
S9810,4.288507045,7.659265028,1,70.57165,No,Medium,7.870680291
S1799,4.059512279,7.023379253,4.994795252,79.87346126,No,Medium,3.749402603
S10680,3.204902607,8.495436222,8.98791531,88.32990671,No,Low,6.908271118
S4207,5.660383624,7.042848644,10.88550529,77.16000057,No,Medium,4.689088438
S9414,2.843575804,6.378992147,4.816373233,69.0903649,Yes,Medium,6.930548664
S1533,1.5779676,8.223391367,5.582019254,78.96010811,No,Medium,5.144711572
S10961,2.431358059,5.999165145,1.894590399,88.1423081,No,Medium,7.80832164
S6018,4.310649998,5.51512703,6.943837388,81.11574055,Yes,Medium,8.639582975
S10351,4.959879482,6.629765004,4.393468579,85.36215121,No,Medium,5.892531987
S7021,4.798456386,10.7129707,6.971241827,75.68454197,No,Medium,7.40822256
S1742,2.750362845,5.760452072,6.81718219,88.05082238,Yes,Low,5.261037423
S3903,4.659017471,7.763144997,1.244550272,84.7608249,Yes,High,5.513120682
S4578,2.369248743,4.240543191,3.560372898,76.0154343,Yes,Medium,5.537290787
S3270,4.695352967,3.968496519,2.505620016,86.67393155,No,High,5.519599593
S4274,2.167451799,7.202923763,2.43643161,93.25412235,Yes,High,7.289274794
S3152,4.041772977,8.767131053,4.103019138,84.42851669,No,Medium,9.00125107
S2330,7.061501665,7.52404533,8.608209329,72.48058379,No,Low,5.402680482
S3968,0.358793399,7.395728629,6.151032243,81.09070583,Yes,Low,4.974438479
S2805,0.831728114,6.156756487,2.720137456,58.87111642,Yes,Medium,7.465361933
S8953,1.220439714,7.77229177,5.770410866,91.9087103,Yes,Low,7.030686892
S2669,5.093467136,4.4749268,3.77453165,77.4771014,Yes,Medium,7.663161765
S4139,3.464717818,6.783268238,4.18061222,57.28386216,No,Medium,8.861668247
S6262,4.544842793,8.822326045,8.288760571,63.55524899,No,Low,8.012240592
S5639,0,6.124659178,4.958536944,91.14791505,No,Low,7.580381222
S6278,2.448250354,7.263047861,4.693100298,70.50819467,Yes,Low,6.69118389
S2084,4.763870904,7.023379253,4.994795252,79.87346126,No,Medium,6.730946121
S7795,6.7984559,7.040515831,5.641326096,80.75290737,Yes,Medium,6.899189697
S2369,2.230394572,8.880602179,8.958667237,71.26743323,No,Low,5.827911348
S2121,6.374060611,7.023379253,4.994795252,79.87346126,No,Medium,7.489826759
S5098,3.735661289,6.88241995,5.017563094,80.62252459,No,Medium,6.747521602
S3574,9.241586182,8.138519456,2.450979581,62.51061843,No,Medium,5.573735129
S10767,4.127083809,10.36734762,7.003714388,93.98496433,No,Low,4.824105274
S1586,3.081278201,8.239218424,1,100,Yes,High,6.886218469
S3377,1.347904628,4.261577232,3.625046747,76.32863003,No,Low,6.187599426
S6461,5.319299996,8.164131059,6.371822239,97.636262,Yes,Medium,6.413775884
S5702,5.332539344,7.081510441,7.062260869,77.25103621,No,Medium,6.281176076
S8662,2.654189336,5.503365581,3.449241992,92.30921802,Yes,Medium,5.482470976
S5439,5.000286066,5.296851536,4.974902111,80.76832775,No,Medium,7.066648292
S5960,3.36250337,7.943408665,4.907641575,71.87581593,Yes,Medium,7.823134289
